canonical_dag_hash,graph_key,dag_text,tools,edges,tool_count,edge_count,read_count,edit_count,orchestrate_count,action_label,included_primary,source_files,declared_splits
409a75f0e8999bf1,7a9d6650708f3b64,"create_support_ticket -> read_database_record, create_support_ticket -> reset_user_password, create_support_ticket -> restart_service, reset_user_password -> read_subscription_status",create_support_ticket;read_database_record;restart_service;reset_user_password;read_subscription_status,0->1;0->2;0->3;3->4,5,4,2,3,0,edit,True,train.csv,train
2003c6ab27a3281f,82426dcfc28ca436,"edit_username -> read_access_logs, read_database_record -> read_subscription_status, read_subscription_status -> edit_username, scan_system_for_malware -> read_database_record",scan_system_for_malware;read_database_record;read_subscription_status;edit_username;read_access_logs,0->1;1->2;2->3;3->4,5,4,4,1,0,read,True,train.csv,train
97ddb68b347a650a,23b45beb77cefe47,"read_database_record -> read_subscription_status, read_subscription_status -> edit_username, read_subscription_status -> read_access_logs, scan_system_for_malware -> read_subscription_status",scan_system_for_malware;read_database_record;read_subscription_status;edit_username;read_access_logs,0->2;1->2;2->3;2->4,5,4,4,1,0,read,True,train.csv,train
41281b91358af8ae,8ee1a3d35ed7e34d,"edit_username -> read_access_logs, read_database_record -> read_access_logs, read_subscription_status -> edit_username, scan_system_for_malware -> read_database_record",scan_system_for_malware;read_database_record;read_subscription_status;edit_username;read_access_logs,0->1;1->4;2->3;3->4,5,4,4,1,0,read,True,train.csv,train
5448dc9dbec4fd05,67782ccfb76eb6ac,"edit_username -> read_access_logs, scan_system_for_malware -> edit_username, scan_system_for_malware -> read_database_record, scan_system_for_malware -> read_subscription_status",scan_system_for_malware;read_database_record;read_subscription_status;edit_username;read_access_logs,0->1;0->2;0->3;3->4,5,4,4,1,0,read,True,train.csv,train
8386a349ef0bcfa4,f65de1245af9d72f,"create_support_ticket -> escalate_case_to_human, escalate_case_to_human -> read_subscription_status, read_user_profile -> create_support_ticket",read_user_profile;create_support_ticket;escalate_case_to_human;read_subscription_status,0->1;1->2;2->3,4,3,2,1,1,read,True,train.csv,train
f14b8224c65b7e44,b8b207181e7ba211,"read_user_profile -> create_support_ticket, read_user_profile -> escalate_case_to_human, read_user_profile -> read_subscription_status",read_user_profile;create_support_ticket;escalate_case_to_human;read_subscription_status,0->1;0->2;0->3,4,3,2,1,1,read,True,train.csv,train
557501e1069bcd63,7b3792083ba89ba8,"create_support_ticket -> escalate_case_to_human, escalate_case_to_human -> read_subscription_status, read_user_profile -> escalate_case_to_human",read_user_profile;create_support_ticket;escalate_case_to_human;read_subscription_status,0->2;1->2;2->3,4,3,2,1,1,read,True,train.csv,train
ffb078bc7f1d4da8,76d5dd2158f2d3c7,"dispatch_message_to_usergroup -> read_access_logs, read_access_logs -> reset_user_password, read_database_record -> restart_service, reset_user_password -> read_database_record",dispatch_message_to_usergroup;read_access_logs;reset_user_password;read_database_record;restart_service,0->1;1->2;2->3;3->4,5,4,2,2,1,mixed,False,train.csv,train
af38cd3d281ec59f,cdc9297670c61c99,"dispatch_message_to_usergroup -> reset_user_password, read_access_logs -> reset_user_password, reset_user_password -> read_database_record, reset_user_password -> restart_service",dispatch_message_to_usergroup;read_access_logs;reset_user_password;read_database_record;restart_service,0->2;1->2;2->3;2->4,5,4,2,2,1,mixed,False,train.csv,train
d7469510aa1407a5,00a7d351cb4fd03b,"dispatch_message_to_usergroup -> read_access_logs, read_access_logs -> restart_service, read_database_record -> restart_service, reset_user_password -> read_database_record",dispatch_message_to_usergroup;read_access_logs;reset_user_password;read_database_record;restart_service,0->1;1->4;2->3;3->4,5,4,2,2,1,mixed,False,train.csv,train
145aa386573794d8,e37000525d6c9ec7,"dispatch_message_to_usergroup -> read_access_logs, dispatch_message_to_usergroup -> read_database_record, dispatch_message_to_usergroup -> reset_user_password, read_database_record -> restart_service",dispatch_message_to_usergroup;read_access_logs;reset_user_password;read_database_record;restart_service,0->1;0->2;0->3;3->4,5,4,2,2,1,mixed,False,train.csv,train
9d166c0b94783777,5d898c0b32895698,"escalate_case_to_human -> restart_service, reset_user_password -> update_subscription_plan, restart_service -> reset_user_password",escalate_case_to_human;restart_service;reset_user_password;update_subscription_plan,0->1;1->2;2->3,4,3,0,3,1,edit,True,train.csv,train
f0635e03f8bc9071,1ae5808e9d9a3068,"escalate_case_to_human -> reset_user_password, escalate_case_to_human -> restart_service, escalate_case_to_human -> update_subscription_plan",escalate_case_to_human;restart_service;reset_user_password;update_subscription_plan,0->1;0->2;0->3,4,3,0,3,1,edit,True,train.csv,train
b874ce6c1e78e0b2,1d7428861e8a33b7,"escalate_case_to_human -> reset_user_password, reset_user_password -> update_subscription_plan, restart_service -> reset_user_password",escalate_case_to_human;restart_service;reset_user_password;update_subscription_plan,0->2;1->2;2->3,4,3,0,3,1,edit,True,train.csv,train
979e8c171818add6,dc72bc40ed2facc5,"read_access_logs -> scan_system_for_malware, scan_system_for_malware -> dispatch_message_to_usergroup",read_access_logs;scan_system_for_malware;dispatch_message_to_usergroup,0->1;1->2,3,2,2,0,1,read,True,train.csv,train
5567c602ba5fb3c3,134df2e9aa08879d,"dispatch_message_to_usergroup -> route_task_by_condition, reset_user_password -> dispatch_message_to_usergroup",reset_user_password;dispatch_message_to_usergroup;route_task_by_condition,0->1;1->2,3,2,0,1,2,orchestrate,True,train.csv,train
bbcee0276e47f908,810ff365e8bf7319,"reset_user_password -> dispatch_message_to_usergroup, reset_user_password -> route_task_by_condition",reset_user_password;dispatch_message_to_usergroup;route_task_by_condition,0->1;0->2,3,2,0,1,2,orchestrate,True,train.csv,train
e9abb57fa36c4e40,f22af269ce67a3a5,"dispatch_message_to_usergroup -> route_task_by_condition, reset_user_password -> route_task_by_condition",reset_user_password;dispatch_message_to_usergroup;route_task_by_condition,0->2;1->2,3,2,0,1,2,orchestrate,True,train.csv,train
11c7c7039adc2afc,a49604b3bfb517d3,"scan_system_for_malware -> write_database_record, update_subscription_plan -> write_database_record",update_subscription_plan;scan_system_for_malware;write_database_record,0->2;1->2,3,2,1,2,0,edit,True,train.csv,train
37c275e307a95254,414cbaeeef77c883,"read_database_record -> scan_system_for_malware, scan_system_for_malware -> dispatch_message_to_usergroup",read_database_record;scan_system_for_malware;dispatch_message_to_usergroup,0->1;1->2,3,2,2,0,1,read,True,train.csv,train
b02895742fc024dc,23b3e293d49784a2,"read_database_record -> dispatch_message_to_usergroup, scan_system_for_malware -> dispatch_message_to_usergroup",read_database_record;scan_system_for_malware;dispatch_message_to_usergroup,0->2;1->2,3,2,2,0,1,read,True,train.csv,train
42f3e668d608812e,93aba27142999c94,"check_service_status -> read_user_profile, read_user_profile -> route_task_by_condition, route_task_by_condition -> update_subscription_plan",check_service_status;read_user_profile;route_task_by_condition;update_subscription_plan,0->1;1->2;2->3,4,3,2,1,1,read,True,train.csv,train
e77c23a1d2d3b865,ad13799b1d97dda4,"check_service_status -> read_user_profile, check_service_status -> route_task_by_condition, check_service_status -> update_subscription_plan",check_service_status;read_user_profile;route_task_by_condition;update_subscription_plan,0->1;0->2;0->3,4,3,2,1,1,read,True,train.csv,train
8577c46a60b6173d,122cb1b07b74fc6c,"check_service_status -> route_task_by_condition, read_user_profile -> route_task_by_condition, route_task_by_condition -> update_subscription_plan",check_service_status;read_user_profile;route_task_by_condition;update_subscription_plan,0->2;1->2;2->3,4,3,2,1,1,read,True,train.csv,train
7cfd693079defbdd,11268d67e6a55409,"create_support_ticket -> write_database_record, read_database_record -> create_support_ticket",read_database_record;create_support_ticket;write_database_record,0->1;1->2,3,2,1,2,0,edit,True,train.csv,train
21822e4edc552d78,fc905690ded0510b,"read_database_record -> create_support_ticket, read_database_record -> write_database_record",read_database_record;create_support_ticket;write_database_record,0->1;0->2,3,2,1,2,0,edit,True,train.csv,train
0f063d5917f88edb,6eb8f4d69956a677,"create_support_ticket -> write_database_record, read_database_record -> write_database_record",read_database_record;create_support_ticket;write_database_record,0->2;1->2,3,2,1,2,0,edit,True,train.csv,train
6bb3a4292b9ac9fe,5c9af269a2ce167b,"dispatch_message_to_usergroup -> reset_user_password, reset_user_password -> route_task_by_condition",dispatch_message_to_usergroup;reset_user_password;route_task_by_condition,0->1;1->2,3,2,0,1,2,orchestrate,True,train.csv,train
be72b9e741e95d35,bd484d2686fc16e8,"dispatch_message_to_usergroup -> reset_user_password, dispatch_message_to_usergroup -> route_task_by_condition",dispatch_message_to_usergroup;reset_user_password;route_task_by_condition,0->1;0->2,3,2,0,1,2,orchestrate,True,train.csv,train
8c9fc1c0d3ba568b,20ccc8412f8c504a,"read_access_logs -> restart_service, restart_service -> write_database_record",read_access_logs;restart_service;write_database_record,0->1;1->2,3,2,1,2,0,edit,True,train.csv,train
5fc14dd254b0b845,86ce84d9664b7db2,"read_access_logs -> restart_service, read_access_logs -> write_database_record",read_access_logs;restart_service;write_database_record,0->1;0->2,3,2,1,2,0,edit,True,train.csv,train
39656968fa69755a,62a61a6af8464407,"read_access_logs -> read_subscription_status, read_subscription_status -> reset_user_password, reset_user_password -> update_subscription_plan, update_subscription_plan -> edit_username",read_access_logs;read_subscription_status;reset_user_password;update_subscription_plan;edit_username,0->1;1->2;2->3;3->4,5,4,2,3,0,edit,True,train.csv,train
701a45bf9f8f2a31,3c949d2ea5e9075f,"read_access_logs -> reset_user_password, read_subscription_status -> reset_user_password, reset_user_password -> edit_username, reset_user_password -> update_subscription_plan",read_access_logs;read_subscription_status;reset_user_password;update_subscription_plan;edit_username,0->2;1->2;2->3;2->4,5,4,2,3,0,edit,True,train.csv,train
010b8237c9c1823d,4764926f04947184,"read_access_logs -> read_subscription_status, read_subscription_status -> edit_username, reset_user_password -> update_subscription_plan, update_subscription_plan -> edit_username",read_access_logs;read_subscription_status;reset_user_password;update_subscription_plan;edit_username,0->1;1->4;2->3;3->4,5,4,2,3,0,edit,True,train.csv,train
484fe5a63f552f9a,6c26b89594770149,"read_access_logs -> read_subscription_status, read_access_logs -> reset_user_password, read_access_logs -> update_subscription_plan, update_subscription_plan -> edit_username",read_access_logs;read_subscription_status;reset_user_password;update_subscription_plan;edit_username,0->1;0->2;0->3;3->4,5,4,2,3,0,edit,True,train.csv,train
19884a465765f23e,960a3c7a737026fb,"check_service_status -> edit_username, create_support_ticket -> check_service_status, read_subscription_status -> edit_username, route_task_by_condition -> read_subscription_status",create_support_ticket;check_service_status;route_task_by_condition;read_subscription_status;edit_username,0->1;1->4;2->3;3->4,5,4,2,2,1,mixed,False,train.csv,train
33189e20bb35ad9f,2f81c8f8cdfb48f7,"create_support_ticket -> check_service_status, create_support_ticket -> read_subscription_status, create_support_ticket -> route_task_by_condition, read_subscription_status -> edit_username",create_support_ticket;check_service_status;route_task_by_condition;read_subscription_status;edit_username,0->1;0->2;0->3;3->4,5,4,2,2,1,mixed,False,train.csv,train
463adb50aeaa510b,361cb172b8fc20f3,"create_support_ticket -> read_subscription_status, read_subscription_status -> check_service_status, read_user_profile -> create_support_ticket",read_user_profile;create_support_ticket;read_subscription_status;check_service_status,0->1;1->2;2->3,4,3,3,1,0,read,True,train.csv,train
70eccbd0a89fcaa4,c91379c55576526e,"read_access_logs -> create_support_ticket, read_access_logs -> read_database_record, read_access_logs -> restart_service",read_access_logs;create_support_ticket;read_database_record;restart_service,0->1;0->2;0->3,4,3,2,2,0,mixed,False,train.csv,train
4c81361a5cfb9876,ba2cdc275629aa76,"create_support_ticket -> route_task_by_condition, read_database_record -> edit_username, read_database_record -> read_user_profile, read_database_record -> update_subscription_plan, read_user_profile -> create_support_ticket",read_database_record;update_subscription_plan;edit_username;read_user_profile;create_support_ticket;route_task_by_condition,0->1;0->2;0->3;3->4;4->5,6,5,2,3,1,edit,True,train.csv,train
84e14c9956121252,0148a0e09749afa6,"check_service_status -> reset_user_password, check_service_status -> update_subscription_plan",check_service_status;reset_user_password;update_subscription_plan,0->1;0->2,3,2,1,2,0,edit,True,train.csv,train
