query,dag_id,dag_text,tools,edges,source,topo_family,dag_hash
"Time to tag cdn-edge-06 with the HR cost center, and then package up Alice's records for download. Once that's done, strip Diana's editor permission. To wrap up, annotate prod-web-01 with the environment label.",10015,"export_data -> remove_role, remove_role -> tag_resource, tag_resource -> export_data",tag_resource;export_data;remove_role;tag_resource,0->1;1->2;2->3,generated,repeated_tool,bfda0c7d78a60e31
"Hey, can you fold Frank's secondary account into the primary while also adjust the instance count for cdn-edge-06, file a bug about cdn-edge-06, and log the whole cdn-edge-06 incident, and lastly change Eve's auth credentials.",10016,"log_audit_event -> reset_password, merge_accounts -> create_ticket, merge_accounts -> log_audit_event, merge_accounts -> scale_service",merge_accounts;scale_service;create_ticket;log_audit_event;reset_password,0->1;0->2;0->3;3->4,generated,multi_branch_independent,ac1d7b7512573a36
"Alice is asking us to fold Grace's secondary account into the primary and concurrently resize cdn-edge-06's resources, log a Jira for Bob's issue, and log Grace's action for compliance. Last step: nuke Diana's old login and issue a fresh one.",10016,"log_audit_event -> reset_password, merge_accounts -> create_ticket, merge_accounts -> log_audit_event, merge_accounts -> scale_service",merge_accounts;scale_service;create_ticket;log_audit_event;reset_password,0->1;0->2;0->3;3->4,generated,multi_branch_independent,ac1d7b7512573a36
"Join the two accounts for Frank into one, and while you're at it, scale up prod-web-01, file an incident report about payment-api-03, and make a compliance log about Charlie. Last step: nuke Grace's old login and issue a fresh one.",10016,"log_audit_event -> reset_password, merge_accounts -> create_ticket, merge_accounts -> log_audit_event, merge_accounts -> scale_service",merge_accounts;scale_service;create_ticket;log_audit_event;reset_password,0->1;0->2;0->3;3->4,generated,multi_branch_independent,ac1d7b7512573a36
"Per Frank's request, join the two accounts for Bob into one and concurrently scale ml-infer-05 down to save costs, open a ticket for Eve, and log the whole prod-web-01 incident. End with change Charlie's auth credentials.",10016,"log_audit_event -> reset_password, merge_accounts -> create_ticket, merge_accounts -> log_audit_event, merge_accounts -> scale_service",merge_accounts;scale_service;create_ticket;log_audit_event;reset_password,0->1;0->2;0->3;3->4,generated,multi_branch_independent,ac1d7b7512573a36
"We gotta schedule maintenance for prod-web-01 and rotate the API key for auth-svc-04. Once both are done, notify the Finance team and concurrently bring in tier-2 support for Alice and move traffic to the backup for ml-infer-05.",10017,"rotate_api_key -> send_notification, schedule_maintenance -> send_notification, send_notification -> escalate_to_human, send_notification -> trigger_failover",schedule_maintenance;rotate_api_key;send_notification;escalate_to_human;trigger_failover,0->2;1->2;2->3;2->4,generated,hourglass,8468b6c0b2840cee
"Time to set up downtime for prod-web-01 and refresh the API token for HR, merge everything and blast an alert to Finance, and while you're at it, wake up the on-call about ml-infer-05 and trigger failover for payment-api-03.",10017,"rotate_api_key -> send_notification, schedule_maintenance -> send_notification, send_notification -> escalate_to_human, send_notification -> trigger_failover",schedule_maintenance;rotate_api_key;send_notification;escalate_to_human;trigger_failover,0->2;1->2;2->3;2->4,generated,hourglass,8468b6c0b2840cee
"ASAP — schedule maintenance for prod-web-01 and issue a new secret for staging-db-02, then converge and blast an alert to Engineering and at the same time escalate Frank's case to the on-call and trigger failover for payment-api-03.",10017,"rotate_api_key -> send_notification, schedule_maintenance -> send_notification, send_notification -> escalate_to_human, send_notification -> trigger_failover",schedule_maintenance;rotate_api_key;send_notification;escalate_to_human;trigger_failover,0->2;1->2;2->3;2->4,generated,hourglass,8468b6c0b2840cee
"Urgent: arrange a maintenance slot for staging-db-02 and swap out prod-web-01's credentials, merge everything and send a heads-up to HR and simultaneously get a human involved for Frank and activate the DR replica for prod-web-01.",10017,"rotate_api_key -> send_notification, schedule_maintenance -> send_notification, send_notification -> escalate_to_human, send_notification -> trigger_failover",schedule_maintenance;rotate_api_key;send_notification;escalate_to_human;trigger_failover,0->2;1->2;2->3;2->4,generated,hourglass,8468b6c0b2840cee
"When you get a chance, scale prod-web-01 down to save costs, and then escalate Diana's case to the on-call, and while you're at it, define an alert on cdn-edge-06's error rate and reissue the TLS certificate for Legal.",10018,"escalate_to_human -> create_alert_rule, escalate_to_human -> renew_certificate, scale_service -> escalate_to_human",scale_service;escalate_to_human;create_alert_rule;renew_certificate,0->1;1->2;1->3,generated,inverted_y,63e30723d78ec196
"I need you to scale up staging-db-02. Once that's done, wake up the on-call about cdn-edge-06 while also add an alert when prod-web-01 goes above 90% memory and refresh the SSL certificate on cdn-edge-06.",10018,"escalate_to_human -> create_alert_rule, escalate_to_human -> renew_certificate, scale_service -> escalate_to_human",scale_service;escalate_to_human;create_alert_rule;renew_certificate,0->1;1->2;1->3,generated,inverted_y,63e30723d78ec196
"Urgent: scale up staging-db-02, followed by hand Charlie's issue off to an engineer and simultaneously define an alert on prod-web-01's error rate and get a new certificate for cdn-edge-06.",10018,"escalate_to_human -> create_alert_rule, escalate_to_human -> renew_certificate, scale_service -> escalate_to_human",scale_service;escalate_to_human;create_alert_rule;renew_certificate,0->1;1->2;1->3,generated,inverted_y,63e30723d78ec196
"Bob is asking us to scale ml-infer-05 down to save costs. After that, get a human involved for Alice and concurrently define an alert on cdn-edge-06's error rate and get a new certificate for auth-svc-04.",10018,"escalate_to_human -> create_alert_rule, escalate_to_human -> renew_certificate, scale_service -> escalate_to_human",scale_service;escalate_to_human;create_alert_rule;renew_certificate,0->1;1->2;1->3,generated,inverted_y,63e30723d78ec196
"Time to add an alert when staging-db-02 goes above 90% memory and change Charlie's plan and simultaneously invalidate payment-api-03's cache and undo the latest release on cdn-edge-06, merge everything and give Bob their money back.",10019,"create_alert_rule -> invalidate_cache, invalidate_cache -> process_refund, rollback_deployment -> process_refund, update_subscription -> rollback_deployment",create_alert_rule;invalidate_cache;update_subscription;rollback_deployment;process_refund,0->1;2->3;1->4;3->4,generated,w_shape,bcfd9fc971daa1a1
"Bob reported an issue — create a monitoring rule for staging-db-02 and switch Alice to the new plan and concurrently clear the cache for Marketing and undo the latest release on payment-api-03, then converge and give Charlie their money back.",10019,"create_alert_rule -> invalidate_cache, invalidate_cache -> process_refund, rollback_deployment -> process_refund, update_subscription -> rollback_deployment",create_alert_rule;invalidate_cache;update_subscription;rollback_deployment;process_refund,0->1;2->3;1->4;3->4,generated,w_shape,bcfd9fc971daa1a1
"Do me a favor and define an alert on auth-svc-04's error rate and change Frank's plan and simultaneously purge ml-infer-05's cached data and roll back the last deploy on ml-infer-05. Once both are done, refund Grace.",10019,"create_alert_rule -> invalidate_cache, invalidate_cache -> process_refund, rollback_deployment -> process_refund, update_subscription -> rollback_deployment",create_alert_rule;invalidate_cache;update_subscription;rollback_deployment;process_refund,0->1;2->3;1->4;3->4,generated,w_shape,bcfd9fc971daa1a1
"Do me a favor and build a notification rule for staging-db-02's latency and update Frank's subscription — in parallel, clear the cache for Engineering and undo the latest release on prod-web-01. After those finish, push the refund through for #53698.",10019,"create_alert_rule -> invalidate_cache, invalidate_cache -> process_refund, rollback_deployment -> process_refund, update_subscription -> rollback_deployment",create_alert_rule;invalidate_cache;update_subscription;rollback_deployment;process_refund,0->1;2->3;1->4;3->4,generated,w_shape,bcfd9fc971daa1a1
"Time to remove the admin role from Alice and simultaneously give Grace the editor permission, take staging-db-02 back to the prior build, and run a load test against auth-svc-04, and lastly switch on the flag for Engineering.",10020,"remove_role -> assign_role, remove_role -> rollback_deployment, remove_role -> run_load_test, run_load_test -> enable_feature_flag",remove_role;assign_role;rollback_deployment;run_load_test;enable_feature_flag,0->1;0->2;0->3;3->4,generated,multi_branch_independent,e5717d50bc8eef3e
"Pull the HR admin role from Eve and concurrently set Bob up with read-write access, revert prod-web-01 to the previous version, and run a load test against auth-svc-04. To wrap up, flip the feature toggle on for Finance.",10020,"remove_role -> assign_role, remove_role -> rollback_deployment, remove_role -> run_load_test, run_load_test -> enable_feature_flag",remove_role;assign_role;rollback_deployment;run_load_test;enable_feature_flag,0->1;0->2;0->3;3->4,generated,multi_branch_independent,e5717d50bc8eef3e
"Alice reported an issue — remove the admin role from Charlie and at the same time give Charlie the editor permission, take ml-infer-05 back to the prior build, and hammer staging-db-02 with test traffic, and lastly enable the flag for prod-web-01.",10020,"remove_role -> assign_role, remove_role -> rollback_deployment, remove_role -> run_load_test, run_load_test -> enable_feature_flag",remove_role;assign_role;rollback_deployment;run_load_test;enable_feature_flag,0->1;0->2;0->3;3->4,generated,multi_branch_independent,e5717d50bc8eef3e
"The Legal team needs us to revoke the reviewer role from Bob, and while you're at it, add the reviewer role to Grace's account, back out the deployment on auth-svc-04, and run a load test against payment-api-03, and lastly light up the feature for staging-db-02.",10020,"remove_role -> assign_role, remove_role -> rollback_deployment, remove_role -> run_load_test, run_load_test -> enable_feature_flag",remove_role;assign_role;rollback_deployment;run_load_test;enable_feature_flag,0->1;0->2;0->3;3->4,generated,multi_branch_independent,e5717d50bc8eef3e
"Do me a favor and schedule maintenance for auth-svc-04 — in parallel, cut off Grace's permissions, create an audit trail for #10234, push the refund through for #20891, and firewall off the offending IP on payment-api-03. Next, refresh the SSL certificate on ml-infer-05. Last step: yank staging-db-02 off the network.",10021,"block_ip_address -> renew_certificate, renew_certificate -> quarantine_system, schedule_maintenance -> block_ip_address, schedule_maintenance -> log_audit_event, schedule_maintenance -> process_refund, schedule_maintenance -> revoke_access",schedule_maintenance;revoke_access;log_audit_event;process_refund;block_ip_address;renew_certificate;quarantine_system,0->1;0->2;0->3;0->4;4->5;5->6,generated,wide_fanout_deep,91a11acae9fb7d95
"Urgent: queue a maintenance window for Marketing and concurrently strip Bob's access to HR, log the whole payment-api-03 incident, push the refund through for #53698, and drop all traffic from that address on auth-svc-04, then reissue the TLS certificate for Marketing. Finally, quarantine auth-svc-04.",10021,"block_ip_address -> renew_certificate, renew_certificate -> quarantine_system, schedule_maintenance -> block_ip_address, schedule_maintenance -> log_audit_event, schedule_maintenance -> process_refund, schedule_maintenance -> revoke_access",schedule_maintenance;revoke_access;log_audit_event;process_refund;block_ip_address;renew_certificate;quarantine_system,0->1;0->2;0->3;0->4;4->5;5->6,generated,wide_fanout_deep,91a11acae9fb7d95
